configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1119742,0.528
1,tiff,1,1,0,1,1120290,0.4
10,png,1,0,1,1,638387,2.506
11,png,1,0,0,1,638389,2.523
12,png,0,1,0,0,1545754,4.38
13,png,0,0,0,0,1545788,4.39
14,png,0,0,0,1,1545797,4.404
15,png,0,1,1,0,1545738,4.374
2,tiff,1,0,1,1,1120286,0.397
3,tiff,1,0,0,1,1121142,0.398
4,tiff,0,1,0,0,2246336,0.728
5,tiff,0,0,0,0,2246246,0.656
6,tiff,0,0,0,1,2246368,0.656
7,tiff,0,1,1,0,2246278,0.657
8,png,1,1,1,1,638389,2.525
9,png,1,1,0,1,638422,2.516
