configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3997676,0.784
1,tiff,1,1,0,1,3998059,0.767
10,png,1,0,1,1,2934794,4.207
11,png,1,0,0,1,2934697,4.216
12,png,0,1,0,0,4271687,5.676
13,png,0,0,0,0,4271734,5.711
14,png,0,0,0,1,4271791,5.68
15,png,0,1,1,0,4271638,5.693
2,tiff,1,0,1,1,3997853,0.709
3,tiff,1,0,0,1,3998187,0.765
4,tiff,0,1,0,0,5495038,0.813
5,tiff,0,0,0,0,5495729,0.784
6,tiff,0,0,0,1,5495507,0.81
7,tiff,0,1,1,0,5495488,0.861
8,png,1,1,1,1,2934674,4.212
9,png,1,1,0,1,2934714,4.249
