configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1047105,0.621
1,tiff,1,1,0,1,1046864,0.494
10,png,1,0,1,1,900439,1.69
11,png,1,0,0,1,900498,1.692
12,png,0,1,0,0,2265898,4.558
13,png,0,0,0,0,2265971,4.54
14,png,0,0,0,1,2265975,4.546
15,png,0,1,1,0,2265845,4.541
2,tiff,1,0,1,1,1047971,0.498
3,tiff,1,0,0,1,1046939,0.49
4,tiff,0,1,0,0,3120930,0.822
5,tiff,0,0,0,0,3120513,0.882
6,tiff,0,0,0,1,3120419,0.88
7,tiff,0,1,1,0,3120738,0.824
8,png,1,1,1,1,900470,1.654
9,png,1,1,0,1,900484,1.692
