configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6838657,5.014
1,tiff,1,1,0,1,6838652,4.799
10,png,1,0,1,1,6637320,21.685
11,png,1,0,0,1,6637244,21.715
12,png,0,1,0,0,9487781,24.7
13,png,0,0,0,0,9487767,24.738
14,png,0,0,0,1,9487815,24.715
15,png,0,1,1,0,9487982,24.719
2,tiff,1,0,1,1,6838789,4.771
3,tiff,1,0,0,1,6838798,4.8
4,tiff,0,1,0,0,11599281,4.832
5,tiff,0,0,0,0,11598942,4.863
6,tiff,0,0,0,1,11597688,4.889
7,tiff,0,1,1,0,11597613,4.923
8,png,1,1,1,1,6637233,21.591
9,png,1,1,0,1,6637252,21.675
