configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,722046,0.575
1,tiff,1,1,0,1,722045,0.426
10,png,1,0,1,1,712155,0.811
11,png,1,0,0,1,712155,0.832
12,png,0,1,0,0,1652227,1.301
13,png,0,0,0,0,1652221,1.334
14,png,0,0,0,1,1652227,1.295
15,png,0,1,1,0,1652222,1.299
2,tiff,1,0,1,1,722042,0.454
3,tiff,1,0,0,1,722038,0.458
4,tiff,0,1,0,0,1954573,0.457
5,tiff,0,0,0,0,1954568,0.489
6,tiff,0,0,0,1,1953902,0.453
7,tiff,0,1,1,0,1954572,0.484
8,png,1,1,1,1,712161,0.807
9,png,1,1,0,1,712160,0.833
