configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1708559,0.914
1,tiff,1,1,0,1,1708732,0.905
10,png,1,0,1,1,1488096,2.85
11,png,1,0,0,1,1488076,2.84
12,png,0,1,0,0,5313721,6.936
13,png,0,0,0,0,5313701,6.852
14,png,0,0,0,1,5313696,6.9
15,png,0,1,1,0,5313680,6.909
2,tiff,1,0,1,1,1709036,0.883
3,tiff,1,0,0,1,1708221,0.907
4,tiff,0,1,0,0,6468508,1.116
5,tiff,0,0,0,0,6469892,1.112
6,tiff,0,0,0,1,6467035,1.112
7,tiff,0,1,1,0,6469026,1.13
8,png,1,1,1,1,1488093,2.837
9,png,1,1,0,1,1488069,2.784
