configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1354623,0.164
1,tiff,1,1,0,1,1354617,0.084
10,png,1,0,1,1,1354617,0.083
11,png,1,0,0,1,1354617,0.093
12,png,0,1,0,0,2940340,7.072
13,png,0,0,0,0,2940339,7.033
14,png,0,0,0,1,1354622,0.092
15,png,0,1,1,0,2940338,7.055
2,tiff,1,0,1,1,1354618,0.1
3,tiff,1,0,0,1,1354617,0.084
4,tiff,0,1,0,0,3294708,1.351
5,tiff,0,0,0,0,3294706,1.35
6,tiff,0,0,0,1,1354618,0.092
7,tiff,0,1,1,0,3294700,1.355
8,png,1,1,1,1,1354616,0.105
9,png,1,1,0,1,1354616,0.096
