configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1734671,0.505
1,tiff,1,1,0,1,1736076,0.422
10,png,1,0,1,1,1816858,1.962
11,png,1,0,0,1,1816829,1.937
12,png,0,1,0,0,4976111,5.622
13,png,0,0,0,0,4976249,5.586
14,png,0,0,0,1,4976184,5.64
15,png,0,1,1,0,4976209,5.588
2,tiff,1,0,1,1,1735851,0.434
3,tiff,1,0,0,1,1734494,0.406
4,tiff,0,1,0,0,6326440,0.649
5,tiff,0,0,0,0,6327272,0.602
6,tiff,0,0,0,1,6326154,0.579
7,tiff,0,1,1,0,6327337,0.577
8,png,1,1,1,1,1816868,1.991
9,png,1,1,0,1,1816866,1.938
