configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4651392,4.002
1,tiff,1,1,0,1,4651381,3.82
10,png,1,0,1,1,6190511,15.959
11,png,1,0,0,1,6190493,15.975
12,png,0,1,0,0,6324614,16.233
13,png,0,0,0,0,6324614,16.221
14,png,0,0,0,1,6324634,16.304
15,png,0,1,1,0,6324567,16.355
2,tiff,1,0,1,1,4651256,3.812
3,tiff,1,0,0,1,4651255,3.782
4,tiff,0,1,0,0,4911958,3.857
5,tiff,0,0,0,0,4911961,3.808
6,tiff,0,0,0,1,4910513,3.774
7,tiff,0,1,1,0,4910520,3.811
8,png,1,1,1,1,6190480,15.967
9,png,1,1,0,1,6190489,15.935
