configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4564931,1.732
1,tiff,1,1,0,1,4564886,1.763
10,png,1,0,1,1,3742249,6.941
11,png,1,0,0,1,3742253,6.974
12,png,0,1,0,0,3742263,6.906
13,png,0,0,0,0,3742265,6.998
14,png,0,0,0,1,3742256,6.97
15,png,0,1,1,0,3742254,6.969
2,tiff,1,0,1,1,4564909,1.706
3,tiff,1,0,0,1,4564925,1.766
4,tiff,0,1,0,0,4564836,1.732
5,tiff,0,0,0,0,4564914,1.751
6,tiff,0,0,0,1,4564914,1.704
7,tiff,0,1,1,0,4564885,1.709
8,png,1,1,1,1,3742258,6.956
9,png,1,1,0,1,3742258,6.962
