configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1350846,0.599
1,tiff,1,1,0,1,1351235,0.571
10,png,1,0,1,1,1053452,2.299
11,png,1,0,0,1,1053495,2.356
12,png,0,1,0,0,1748539,2.747
13,png,0,0,0,0,1748607,2.822
14,png,0,0,0,1,1748532,2.745
15,png,0,1,1,0,1748536,2.82
2,tiff,1,0,1,1,1351225,0.497
3,tiff,1,0,0,1,1350992,0.498
4,tiff,0,1,0,0,2428738,0.532
5,tiff,0,0,0,0,2429419,0.515
6,tiff,0,0,0,1,2429411,0.516
7,tiff,0,1,1,0,2428859,0.512
8,png,1,1,1,1,1053445,2.345
9,png,1,1,0,1,1053427,2.327
