configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3396829,0.533
1,tiff,1,1,0,1,3396835,0.537
10,png,1,0,1,1,3429114,1.162
11,png,1,0,0,1,3429019,1.201
12,png,0,1,0,0,14876117,17.383
13,png,0,0,0,0,14876130,17.337
14,png,0,0,0,1,14876124,17.343
15,png,0,1,1,0,14876121,17.368
2,tiff,1,0,1,1,3396864,0.527
3,tiff,1,0,0,1,3396796,0.535
4,tiff,0,1,0,0,13662632,2.448
5,tiff,0,0,0,0,13660957,2.447
6,tiff,0,0,0,1,13660930,2.455
7,tiff,0,1,1,0,13660819,2.492
8,png,1,1,1,1,3429127,1.218
9,png,1,1,0,1,3429043,1.141
