configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3143096,2.094
1,tiff,1,1,0,1,3143146,1.94
10,png,1,0,1,1,2077707,7.166
11,png,1,0,0,1,2077685,7.137
12,png,0,1,0,0,4101104,9.767
13,png,0,0,0,0,4101070,9.813
14,png,0,0,0,1,4100987,9.922
15,png,0,1,1,0,4101273,9.816
2,tiff,1,0,1,1,3142807,1.967
3,tiff,1,0,0,1,3143992,1.977
4,tiff,0,1,0,0,5991047,2.0
5,tiff,0,0,0,0,5991055,2.086
6,tiff,0,0,0,1,5991155,2.047
7,tiff,0,1,1,0,5991078,2.018
8,png,1,1,1,1,2077790,7.233
9,png,1,1,0,1,2077509,7.175
