configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,23696508,5.872
1,tiff,1,1,0,1,23697128,5.57
10,png,1,0,1,1,23755855,15.318
11,png,1,0,0,1,23755832,14.943
12,png,0,1,0,0,103606180,92.366
13,png,0,0,0,0,103606281,92.561
14,png,0,0,0,1,103618767,92.132
15,png,0,1,1,0,103606204,92.38
2,tiff,1,0,1,1,23694167,5.617
3,tiff,1,0,0,1,23696336,5.565
4,tiff,0,1,0,0,138169068,8.886
5,tiff,0,0,0,0,138168530,8.782
6,tiff,0,0,0,1,138155576,8.823
7,tiff,0,1,1,0,138161326,8.843
8,png,1,1,1,1,23756073,14.995
9,png,1,1,0,1,23756552,14.971
