configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,224550,0.096
1,tiff,1,1,0,1,224550,0.108
10,png,1,0,1,1,223957,0.123
11,png,1,0,0,1,223957,0.122
12,png,0,1,0,0,1157946,2.849
13,png,0,0,0,0,1157949,2.849
14,png,0,0,0,1,1157946,2.848
15,png,0,1,1,0,1157945,2.875
2,tiff,1,0,1,1,224548,0.095
3,tiff,1,0,0,1,224548,0.094
4,tiff,0,1,0,0,1500862,0.699
5,tiff,0,0,0,0,1500854,0.683
6,tiff,0,0,0,1,1500864,0.693
7,tiff,0,1,1,0,1500864,0.715
8,png,1,1,1,1,223950,0.125
9,png,1,1,0,1,223953,0.12
