configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,624037,0.397
1,tiff,1,1,0,1,624054,0.325
10,png,1,0,1,1,555150,0.899
11,png,1,0,0,1,555146,0.879
12,png,0,1,0,0,3970813,7.407
13,png,0,0,0,0,3970835,7.384
14,png,0,0,0,1,3970898,7.413
15,png,0,1,1,0,3970835,7.364
2,tiff,1,0,1,1,624075,0.349
3,tiff,1,0,0,1,624163,0.357
4,tiff,0,1,0,0,6882278,0.674
5,tiff,0,0,0,0,6882876,0.681
6,tiff,0,0,0,1,6883243,0.653
7,tiff,0,1,1,0,6883940,0.667
8,png,1,1,1,1,555158,0.899
9,png,1,1,0,1,555157,0.921
