configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,620030,0.158
1,tiff,1,1,0,1,620030,0.081
10,png,1,0,1,1,620030,0.081
11,png,1,0,0,1,620030,0.077
12,png,0,1,0,0,1087097,2.239
13,png,0,0,0,0,1087104,2.22
14,png,0,0,0,1,620024,0.08
15,png,0,1,1,0,1087087,2.189
2,tiff,1,0,1,1,620026,0.069
3,tiff,1,0,0,1,620026,0.077
4,tiff,0,1,0,0,1164033,0.474
5,tiff,0,0,0,0,1164031,0.531
6,tiff,0,0,0,1,620004,0.077
7,tiff,0,1,1,0,1163987,0.475
8,png,1,1,1,1,620021,0.065
9,png,1,1,0,1,620021,0.07
