configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,307102,0.36
1,tiff,1,1,0,1,307098,0.325
10,png,1,0,1,1,307332,0.324
11,png,1,0,0,1,307116,0.324
12,png,0,1,0,0,2676881,1.814
13,png,0,0,0,0,2676872,1.82
14,png,0,0,0,1,2671907,1.8
15,png,0,1,1,0,2676924,1.787
2,tiff,1,0,1,1,307088,0.325
3,tiff,1,0,0,1,307088,0.353
4,tiff,0,1,0,0,3205035,0.404
5,tiff,0,0,0,0,3205033,0.376
6,tiff,0,0,0,1,3199656,0.391
7,tiff,0,1,1,0,3205207,0.381
8,png,1,1,1,1,307112,0.324
9,png,1,1,0,1,307299,0.323
