configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,7382989,0.571
1,tiff,1,1,0,1,7382985,0.444
10,png,1,0,1,1,7398537,0.595
11,png,1,0,0,1,7398542,0.59
12,png,0,1,0,0,39725941,56.128
13,png,0,0,0,0,39725937,55.998
14,png,0,0,0,1,39725941,56.072
15,png,0,1,1,0,39725921,56.105
2,tiff,1,0,1,1,7382972,0.457
3,tiff,1,0,0,1,7383000,0.479
4,tiff,0,1,0,0,52981898,5.752
5,tiff,0,0,0,0,52980620,5.76
6,tiff,0,0,0,1,52982001,5.747
7,tiff,0,1,1,0,52980258,5.717
8,png,1,1,1,1,7398368,0.593
9,png,1,1,0,1,7398500,0.592
