configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175984,0.304
1,tiff,1,1,0,1,175984,0.207
10,png,1,0,1,1,173386,0.239
11,png,1,0,0,1,173270,0.28
12,png,0,1,0,0,769364,1.356
13,png,0,0,0,0,769409,1.388
14,png,0,0,0,1,776790,1.374
15,png,0,1,1,0,769416,1.415
2,tiff,1,0,1,1,175987,0.207
3,tiff,1,0,0,1,175987,0.236
4,tiff,0,1,0,0,1048318,0.273
5,tiff,0,0,0,0,1048318,0.274
6,tiff,0,0,0,1,1052837,0.291
7,tiff,0,1,1,0,1048337,0.274
8,png,1,1,1,1,173264,0.277
9,png,1,1,0,1,173264,0.259
