configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2641001,0.661
1,tiff,1,1,0,1,2641002,0.659
10,png,1,0,1,1,2771699,4.318
11,png,1,0,0,1,2771692,4.262
12,png,0,1,0,0,3979184,5.022
13,png,0,0,0,0,3979187,5.028
14,png,0,0,0,1,3979179,5.015
15,png,0,1,1,0,3979185,4.986
2,tiff,1,0,1,1,2641008,0.695
3,tiff,1,0,0,1,2641011,0.688
4,tiff,0,1,0,0,4286761,0.725
5,tiff,0,0,0,0,4286761,0.707
6,tiff,0,0,0,1,4286784,0.726
7,tiff,0,1,1,0,4286775,0.698
8,png,1,1,1,1,2771691,4.227
9,png,1,1,0,1,2771694,4.27
