configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,990865,1.702
1,tiff,1,1,0,1,990858,1.694
10,png,1,0,1,1,1043458,3.006
11,png,1,0,0,1,1043452,2.993
12,png,0,1,0,0,1823166,4.18
13,png,0,0,0,0,1823177,4.191
14,png,0,0,0,1,1823112,4.436
15,png,0,1,1,0,1823178,4.196
2,tiff,1,0,1,1,990456,1.692
3,tiff,1,0,0,1,990878,1.72
4,tiff,0,1,0,0,1612759,1.752
5,tiff,0,0,0,0,1612740,1.823
6,tiff,0,0,0,1,1611527,1.772
7,tiff,0,1,1,0,1612767,1.818
8,png,1,1,1,1,1043459,3.015
9,png,1,1,0,1,1043466,2.991
