configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4741910,0.211
1,tiff,1,1,0,1,4741910,0.211
10,png,1,0,1,1,4741914,0.182
11,png,1,0,0,1,4741914,0.18
12,png,0,1,0,0,9120989,19.921
13,png,0,0,0,0,9120992,19.861
14,png,0,0,0,1,4741902,0.178
15,png,0,1,1,0,9120990,19.945
2,tiff,1,0,1,1,4741921,0.207
3,tiff,1,0,0,1,4741905,0.182
4,tiff,0,1,0,0,9795092,3.734
5,tiff,0,0,0,0,9795058,3.71
6,tiff,0,0,0,1,4741912,0.214
7,tiff,0,1,1,0,9795099,3.693
8,png,1,1,1,1,4741921,0.206
9,png,1,1,0,1,4741921,0.184
