configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1843259,0.166
1,tiff,1,1,0,1,4321014,5.245
10,png,1,0,1,1,1843245,0.092
11,png,1,0,0,1,4004587,13.6
12,png,0,1,0,0,4297321,14.1
13,png,0,0,0,0,4297349,14.183
14,png,0,0,0,1,4297369,14.153
15,png,0,1,1,0,2136931,0.711
2,tiff,1,0,1,1,1843266,0.09
3,tiff,1,0,0,1,4320985,5.216
4,tiff,0,1,0,0,4832636,5.251
5,tiff,0,0,0,0,4832627,5.317
6,tiff,0,0,0,1,4832554,5.219
7,tiff,0,1,1,0,2381559,0.143
8,png,1,1,1,1,1843263,0.108
9,png,1,1,0,1,4004586,13.533
