configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,7208909,1.157
1,tiff,1,1,0,1,7208962,1.115
10,png,1,0,1,1,7200056,1.369
11,png,1,0,0,1,7200066,1.374
12,png,0,1,0,0,10198142,15.04
13,png,0,0,0,0,10198075,15.058
14,png,0,0,0,1,10198128,14.976
15,png,0,1,1,0,10198132,14.991
2,tiff,1,0,1,1,7208970,1.122
3,tiff,1,0,0,1,7208887,1.12
4,tiff,0,1,0,0,10016954,3.678
5,tiff,0,0,0,0,10016836,3.801
6,tiff,0,0,0,1,10016765,3.78
7,tiff,0,1,1,0,10016914,3.761
8,png,1,1,1,1,7200029,1.406
9,png,1,1,0,1,7200040,1.379
