configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1441029,0.291
1,tiff,1,1,0,1,1441029,0.175
10,png,1,0,1,1,1254357,0.926
11,png,1,0,0,1,1254349,0.94
12,png,0,1,0,0,3723396,3.247
13,png,0,0,0,0,3723396,3.237
14,png,0,0,0,1,3723396,3.225
15,png,0,1,1,0,3723386,3.276
2,tiff,1,0,1,1,1441044,0.196
3,tiff,1,0,0,1,1441031,0.173
4,tiff,0,1,0,0,5534104,0.304
5,tiff,0,0,0,0,5534097,0.31
6,tiff,0,0,0,1,5534047,0.326
7,tiff,0,1,1,0,5534100,0.352
8,png,1,1,1,1,1254338,0.896
9,png,1,1,0,1,1254345,0.923
