configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1668863,0.136
1,tiff,1,1,0,1,1668863,0.092
10,png,1,0,1,1,1668863,0.082
11,png,1,0,0,1,1668863,0.082
12,png,0,1,0,0,4623837,3.866
13,png,0,0,0,0,4623839,3.741
14,png,0,0,0,1,4623842,3.756
15,png,0,1,1,0,4623836,3.751
2,tiff,1,0,1,1,1668859,0.091
3,tiff,1,0,0,1,1668859,0.094
4,tiff,0,1,0,0,4295208,0.718
5,tiff,0,0,0,0,4295150,0.695
6,tiff,0,0,0,1,4295227,0.712
7,tiff,0,1,1,0,4295150,0.698
8,png,1,1,1,1,1668858,0.099
9,png,1,1,0,1,1668858,0.092
