configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,159845,0.13
1,tiff,1,1,0,1,159845,0.104
10,png,1,0,1,1,159845,0.105
11,png,1,0,0,1,159845,0.105
12,png,0,1,0,0,3225634,1.84
13,png,0,0,0,0,3225648,1.814
14,png,0,0,0,1,3225624,1.829
15,png,0,1,1,0,3225619,1.812
2,tiff,1,0,1,1,159843,0.091
3,tiff,1,0,0,1,159843,0.107
4,tiff,0,1,0,0,3423294,0.185
5,tiff,0,0,0,0,3423318,0.218
6,tiff,0,0,0,1,3423318,0.201
7,tiff,0,1,1,0,3423308,0.185
8,png,1,1,1,1,159846,0.105
9,png,1,1,0,1,159846,0.106
