configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,841570,0.075
1,tiff,1,1,0,1,924125,0.217
10,png,1,0,1,1,841537,0.07
11,png,1,0,0,1,913858,0.466
12,png,0,1,0,0,1655706,3.665
13,png,0,0,0,0,1655698,3.621
14,png,0,0,0,1,913855,0.423
15,png,0,1,1,0,1583009,3.278
2,tiff,1,0,1,1,841574,0.067
3,tiff,1,0,0,1,924128,0.215
4,tiff,0,1,0,0,1810256,0.721
5,tiff,0,0,0,0,1810245,0.677
6,tiff,0,0,0,1,924129,0.186
7,tiff,0,1,1,0,1728528,0.552
8,png,1,1,1,1,841537,0.067
9,png,1,1,0,1,913890,0.453
