configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1318135,0.245
1,tiff,1,1,0,1,1318135,0.072
10,png,1,0,1,1,1318135,0.067
11,png,1,0,0,1,1318137,0.068
12,png,0,1,0,0,2420666,5.315
13,png,0,0,0,0,2420667,5.278
14,png,0,0,0,1,1318124,0.065
15,png,0,1,1,0,2420667,5.322
2,tiff,1,0,1,1,1318134,0.075
3,tiff,1,0,0,1,1318103,0.076
4,tiff,0,1,0,0,2604633,1.08
5,tiff,0,0,0,0,2604618,1.037
6,tiff,0,0,0,1,1318108,0.065
7,tiff,0,1,1,0,2604629,1.051
8,png,1,1,1,1,1318135,0.066
9,png,1,1,0,1,1318135,0.077
