configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1218020,0.573
1,tiff,1,1,0,1,1218018,0.599
10,png,1,0,1,1,1246464,2.285
11,png,1,0,0,1,1246482,2.327
12,png,0,1,0,0,2509221,3.256
13,png,0,0,0,0,2509235,3.242
14,png,0,0,0,1,2509220,3.264
15,png,0,1,1,0,2509219,3.273
2,tiff,1,0,1,1,1217994,0.552
3,tiff,1,0,0,1,1217982,0.534
4,tiff,0,1,0,0,3057525,0.651
5,tiff,0,0,0,0,3057528,0.58
6,tiff,0,0,0,1,3057531,0.583
7,tiff,0,1,1,0,3057525,0.584
8,png,1,1,1,1,1246481,2.342
9,png,1,1,0,1,1246459,2.3
