configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,917437,0.502
1,tiff,1,1,0,1,917222,0.419
10,png,1,0,1,1,645375,1.021
11,png,1,0,0,1,645299,1.045
12,png,0,1,0,0,1924388,2.489
13,png,0,0,0,0,1924310,2.48
14,png,0,0,0,1,1924314,2.492
15,png,0,1,1,0,1924389,2.506
2,tiff,1,0,1,1,917473,0.447
3,tiff,1,0,0,1,917479,0.45
4,tiff,0,1,0,0,2587920,0.447
5,tiff,0,0,0,0,2588130,0.444
6,tiff,0,0,0,1,2586592,0.458
7,tiff,0,1,1,0,2587586,0.445
8,png,1,1,1,1,645380,1.048
9,png,1,1,0,1,645384,1.082
