configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,62721621,7.969
1,tiff,1,1,0,1,62721522,6.839
10,png,1,0,1,1,54024600,37.952
11,png,1,0,0,1,54024551,38.005
12,png,0,1,0,0,187269519,148.035
13,png,0,0,0,0,187269522,148.141
14,png,0,0,0,1,187269587,147.957
15,png,0,1,1,0,187269637,148.187
2,tiff,1,0,1,1,62718013,6.915
3,tiff,1,0,0,1,62721373,6.858
4,tiff,0,1,0,0,232777484,10.548
5,tiff,0,0,0,0,232783537,10.501
6,tiff,0,0,0,1,232776509,10.516
7,tiff,0,1,1,0,232778341,10.5
8,png,1,1,1,1,54024573,37.824
9,png,1,1,0,1,54024526,37.756
