configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2502508,1.158
1,tiff,1,1,0,1,2502450,1.079
10,png,1,0,1,1,2373775,5.473
11,png,1,0,0,1,2373767,5.435
12,png,0,1,0,0,2373756,5.416
13,png,0,0,0,0,2373771,5.391
14,png,0,0,0,1,2373745,5.418
15,png,0,1,1,0,2373765,5.401
2,tiff,1,0,1,1,2502468,1.049
3,tiff,1,0,0,1,2502545,1.045
4,tiff,0,1,0,0,2502463,1.077
5,tiff,0,0,0,0,2502512,1.093
6,tiff,0,0,0,1,2502459,1.045
7,tiff,0,1,1,0,2502525,1.048
8,png,1,1,1,1,2373794,5.455
9,png,1,1,0,1,2373730,5.403
