configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,22564172,2.481
1,tiff,1,1,0,1,22563126,2.031
10,png,1,0,1,1,22564645,2.051
11,png,1,0,0,1,22563782,2.052
12,png,0,1,0,0,40518485,111.285
13,png,0,0,0,0,40518547,111.438
14,png,0,0,0,1,22724706,3.234
15,png,0,1,1,0,40518500,111.416
2,tiff,1,0,1,1,22563369,2.05
3,tiff,1,0,0,1,22563552,1.98
4,tiff,0,1,0,0,47844003,23.416
5,tiff,0,0,0,0,47844737,23.372
6,tiff,0,0,0,1,22664611,2.25
7,tiff,0,1,1,0,47844255,23.549
8,png,1,1,1,1,22564361,1.998
9,png,1,1,0,1,22564035,2.069
