configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,13850532,1.523
1,tiff,1,1,0,1,13850528,1.284
10,png,1,0,1,1,12792834,13.058
11,png,1,0,0,1,12792842,13.061
12,png,0,1,0,0,22313340,32.809
13,png,0,0,0,0,22313338,32.652
14,png,0,0,0,1,22313345,32.913
15,png,0,1,1,0,22313338,32.902
2,tiff,1,0,1,1,13850570,1.222
3,tiff,1,0,0,1,13850583,1.215
4,tiff,0,1,0,0,26833334,2.04
5,tiff,0,0,0,0,26833327,2.038
6,tiff,0,0,0,1,26833424,2.034
7,tiff,0,1,1,0,26833430,2.041
8,png,1,1,1,1,12792835,13.109
9,png,1,1,0,1,12792846,13.657
