configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,427777,0.247
1,tiff,1,1,0,1,427776,0.123
10,png,1,0,1,1,425359,0.13
11,png,1,0,0,1,425359,0.148
12,png,0,1,0,0,2232586,2.425
13,png,0,0,0,0,2232592,2.396
14,png,0,0,0,1,2232589,2.417
15,png,0,1,1,0,2232588,2.411
2,tiff,1,0,1,1,427771,0.123
3,tiff,1,0,0,1,427771,0.146
4,tiff,0,1,0,0,2706497,0.424
5,tiff,0,0,0,0,2706483,0.393
6,tiff,0,0,0,1,2706498,0.418
7,tiff,0,1,1,0,2706527,0.423
8,png,1,1,1,1,425359,0.128
9,png,1,1,0,1,425359,0.126
