configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4925552,0.259
1,tiff,1,1,0,1,4925549,0.291
10,png,1,0,1,1,4622430,1.902
11,png,1,0,0,1,4622435,1.857
12,png,0,1,0,0,9898754,11.556
13,png,0,0,0,0,9898754,11.541
14,png,0,0,0,1,9898738,11.486
15,png,0,1,1,0,9898754,11.394
2,tiff,1,0,1,1,4925566,0.298
3,tiff,1,0,0,1,4925561,0.294
4,tiff,0,1,0,0,13117923,0.5
5,tiff,0,0,0,0,13117979,0.544
6,tiff,0,0,0,1,13117897,0.518
7,tiff,0,1,1,0,13117955,0.5
8,png,1,1,1,1,4622433,1.871
9,png,1,1,0,1,4622430,1.899
