configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5895917,3.27
1,tiff,1,1,0,1,5895971,2.979
10,png,1,0,1,1,5945109,9.826
11,png,1,0,0,1,5945111,9.87
12,png,0,1,0,0,8295815,12.897
13,png,0,0,0,0,8295824,12.928
14,png,0,0,0,1,8295801,12.875
15,png,0,1,1,0,8295807,12.914
2,tiff,1,0,1,1,5896404,2.987
3,tiff,1,0,0,1,5897414,3.156
4,tiff,0,1,0,0,8512618,3.347
5,tiff,0,0,0,0,8512610,3.301
6,tiff,0,0,0,1,8512059,3.301
7,tiff,0,1,1,0,8512546,3.277
8,png,1,1,1,1,5945119,9.931
9,png,1,1,0,1,5945087,9.807
