configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,12354777,2.903
1,tiff,1,1,0,1,170237114,73.518
10,png,1,0,1,1,12255466,4.025
11,png,1,0,0,1,151673745,398.487
12,png,0,1,0,0,159942999,412.552
13,png,0,0,0,0,159943056,412.79
14,png,0,0,0,1,159942831,413.158
15,png,0,1,1,0,20524810,18.271
2,tiff,1,0,1,1,12354432,2.831
3,tiff,1,0,0,1,170232238,74.159
4,tiff,0,1,0,0,185111419,74.216
5,tiff,0,0,0,0,185111408,76.491
6,tiff,0,0,0,1,185111476,79.545
7,tiff,0,1,1,0,27238178,3.546
8,png,1,1,1,1,12255615,3.977
9,png,1,1,0,1,151673781,398.633
