configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4741998,0.249
1,tiff,1,1,0,1,4741998,0.206
10,png,1,0,1,1,4741994,0.21
11,png,1,0,0,1,4742099,0.21
12,png,0,1,0,0,9121112,19.908
13,png,0,0,0,0,9121107,19.834
14,png,0,0,0,1,4741996,0.179
15,png,0,1,1,0,9121092,19.852
2,tiff,1,0,1,1,4741992,0.18
3,tiff,1,0,0,1,4741992,0.204
4,tiff,0,1,0,0,9795574,3.777
5,tiff,0,0,0,0,9795578,3.687
6,tiff,0,0,0,1,4741997,0.203
7,tiff,0,1,1,0,9795559,3.746
8,png,1,1,1,1,4742003,0.173
9,png,1,1,0,1,4741999,0.204
