configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,13177714,2.745
1,tiff,1,1,0,1,13178625,2.431
10,png,1,0,1,1,11670112,10.193
11,png,1,0,0,1,11669983,10.231
12,png,0,1,0,0,13307789,13.327
13,png,0,0,0,0,13307799,13.342
14,png,0,0,0,1,13307766,13.313
15,png,0,1,1,0,13307908,13.3
2,tiff,1,0,1,1,13177643,2.497
3,tiff,1,0,0,1,13177569,2.465
4,tiff,0,1,0,0,14797091,2.651
5,tiff,0,0,0,0,14797422,2.662
6,tiff,0,0,0,1,14797071,2.619
7,tiff,0,1,1,0,14797198,2.622
8,png,1,1,1,1,11670031,10.198
9,png,1,1,0,1,11670046,10.195
