configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1049865,0.568
1,tiff,1,1,0,1,1049876,0.528
10,png,1,0,1,1,484147,2.554
11,png,1,0,0,1,484158,2.494
12,png,0,1,0,0,683345,2.812
13,png,0,0,0,0,683310,2.756
14,png,0,0,0,1,683316,2.813
15,png,0,1,1,0,683330,2.831
2,tiff,1,0,1,1,1049871,0.508
3,tiff,1,0,0,1,1049869,0.461
4,tiff,0,1,0,0,1285316,0.502
5,tiff,0,0,0,0,1284434,0.48
6,tiff,0,0,0,1,1285382,0.505
7,tiff,0,1,1,0,1285683,0.515
8,png,1,1,1,1,484137,2.491
9,png,1,1,0,1,484118,2.556
