configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5893530,14.073
1,tiff,1,1,0,1,5893147,14.094
10,png,1,0,1,1,3598440,34.477
11,png,1,0,0,1,3598403,34.466
12,png,0,1,0,0,3598402,34.377
13,png,0,0,0,0,3598409,34.359
14,png,0,0,0,1,3598419,34.457
15,png,0,1,1,0,3598377,34.513
2,tiff,1,0,1,1,5893119,14.014
3,tiff,1,0,0,1,5892261,13.988
4,tiff,0,1,0,0,5893040,14.029
5,tiff,0,0,0,0,5890744,14.136
6,tiff,0,0,0,1,5890786,17.053
7,tiff,0,1,1,0,5890842,14.137
8,png,1,1,1,1,3598362,34.521
9,png,1,1,0,1,3598399,34.468
