configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1787114,2.128
1,tiff,1,1,0,1,1787134,2.067
10,png,1,0,1,1,1328520,5.983
11,png,1,0,0,1,1328515,5.981
12,png,0,1,0,0,1328527,5.978
13,png,0,0,0,0,1328559,5.994
14,png,0,0,0,1,1328541,5.951
15,png,0,1,1,0,1328539,6.047
2,tiff,1,0,1,1,1787129,2.084
3,tiff,1,0,0,1,1787133,2.201
4,tiff,0,1,0,0,1787076,2.076
5,tiff,0,0,0,0,1787069,2.111
6,tiff,0,0,0,1,1787066,2.096
7,tiff,0,1,1,0,1787122,2.046
8,png,1,1,1,1,1328532,6.025
9,png,1,1,0,1,1328507,6.02
