configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,665641,0.21
1,tiff,1,1,0,1,665641,0.108
10,png,1,0,1,1,665460,0.106
11,png,1,0,0,1,665466,0.107
12,png,0,1,0,0,1100469,2.547
13,png,0,0,0,0,1100466,2.527
14,png,0,0,0,1,665467,0.092
15,png,0,1,1,0,1100536,2.652
2,tiff,1,0,1,1,665624,0.101
3,tiff,1,0,0,1,665624,0.102
4,tiff,0,1,0,0,1224668,0.414
5,tiff,0,0,0,0,1224681,0.438
6,tiff,0,0,0,1,665622,0.101
7,tiff,0,1,1,0,1224763,0.445
8,png,1,1,1,1,665454,0.111
9,png,1,1,0,1,665454,0.094
