configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,10567289,1.366
1,tiff,1,1,0,1,10567281,1.105
10,png,1,0,1,1,8431914,17.863
11,png,1,0,0,1,8431907,17.661
12,png,0,1,0,0,8431910,17.702
13,png,0,0,0,0,8431902,17.76
14,png,0,0,0,1,8431910,17.743
15,png,0,1,1,0,8431903,17.705
2,tiff,1,0,1,1,10567308,1.071
3,tiff,1,0,0,1,10567303,1.071
4,tiff,0,1,0,0,10567298,1.104
5,tiff,0,0,0,0,10567292,1.139
6,tiff,0,0,0,1,10567266,1.105
7,tiff,0,1,1,0,10567289,1.109
8,png,1,1,1,1,8431900,17.724
9,png,1,1,0,1,8431918,17.688
