configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205621,1.175
1,tiff,1,1,0,1,1205927,1.145
10,png,1,0,1,1,1349601,2.606
11,png,1,0,0,1,1349676,2.53
12,png,0,1,0,0,3177569,4.989
13,png,0,0,0,0,3177547,4.994
14,png,0,0,0,1,3177550,5.0
15,png,0,1,1,0,3177548,4.998
2,tiff,1,0,1,1,1205634,1.187
3,tiff,1,0,0,1,1205602,1.145
4,tiff,0,1,0,0,3875879,1.311
5,tiff,0,0,0,0,3875931,1.345
6,tiff,0,0,0,1,3875921,1.332
7,tiff,0,1,1,0,3875953,1.313
8,png,1,1,1,1,1349810,2.57
9,png,1,1,0,1,1349596,2.534
