configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1117191,0.921
1,tiff,1,1,0,1,1117061,0.823
10,png,1,0,1,1,837146,2.433
11,png,1,0,0,1,837194,2.459
12,png,0,1,0,0,1473988,3.715
13,png,0,0,0,0,1474013,3.693
14,png,0,0,0,1,1473999,3.717
15,png,0,1,1,0,1474016,3.724
2,tiff,1,0,1,1,1117069,0.797
3,tiff,1,0,0,1,1117198,0.797
4,tiff,0,1,0,0,1869017,0.906
5,tiff,0,0,0,0,1868914,0.836
6,tiff,0,0,0,1,1868992,0.9
7,tiff,0,1,1,0,1869483,0.895
8,png,1,1,1,1,837147,2.426
9,png,1,1,0,1,837182,2.469
