configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2502168,0.939
1,tiff,1,1,0,1,2501936,0.771
10,png,1,0,1,1,2311637,3.578
11,png,1,0,0,1,2311529,3.558
12,png,0,1,0,0,8775428,10.201
13,png,0,0,0,0,8775362,10.349
14,png,0,0,0,1,8775422,10.229
15,png,0,1,1,0,8775412,10.236
2,tiff,1,0,1,1,2502083,0.785
3,tiff,1,0,0,1,2502122,0.746
4,tiff,0,1,0,0,11115816,1.131
5,tiff,0,0,0,0,11115232,1.144
6,tiff,0,0,0,1,11115278,1.183
7,tiff,0,1,1,0,11115453,1.165
8,png,1,1,1,1,2311610,4.28
9,png,1,1,0,1,2311589,3.634
