configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,9224478,8.679
1,tiff,1,1,0,1,9224412,8.474
10,png,1,0,1,1,10870355,27.835
11,png,1,0,0,1,10870299,27.889
12,png,0,1,0,0,30464331,110.477
13,png,0,0,0,0,30464395,110.64500000000001
14,png,0,0,0,1,30464343,110.575
15,png,0,1,1,0,30464379,109.902
2,tiff,1,0,1,1,9225216,8.464
3,tiff,1,0,0,1,9223696,8.499
4,tiff,0,1,0,0,41095821,12.514
5,tiff,0,0,0,0,41098303,12.507
6,tiff,0,0,0,1,41098270,12.54
7,tiff,0,1,1,0,41097049,12.383
8,png,1,1,1,1,10870376,27.832
9,png,1,1,0,1,10870332,27.909
