configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,609569,0.215
1,tiff,1,1,0,1,609569,0.104
10,png,1,0,1,1,634927,0.375
11,png,1,0,0,1,634896,0.363
12,png,0,1,0,0,2853909,4.712
13,png,0,0,0,0,2853908,4.65
14,png,0,0,0,1,2853899,4.676
15,png,0,1,1,0,2853911,4.711
2,tiff,1,0,1,1,609569,0.089
3,tiff,1,0,0,1,609569,0.093
4,tiff,0,1,0,0,2968438,0.227
5,tiff,0,0,0,0,2968426,0.21
6,tiff,0,0,0,1,2968418,0.231
7,tiff,0,1,1,0,2968436,0.23
8,png,1,1,1,1,634893,0.402
9,png,1,1,0,1,634893,0.321
