configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,780860,0.249
1,tiff,1,1,0,1,780811,0.244
10,png,1,0,1,1,764065,0.812
11,png,1,0,0,1,764077,0.85
12,png,0,1,0,0,5089393,9.757
13,png,0,0,0,0,5089394,9.708
14,png,0,0,0,1,5089385,9.746
15,png,0,1,1,0,5089403,9.79
2,tiff,1,0,1,1,780797,0.237
3,tiff,1,0,0,1,780797,0.216
4,tiff,0,1,0,0,6690490,0.394
5,tiff,0,0,0,0,6690405,0.418
6,tiff,0,0,0,1,6691634,0.418
7,tiff,0,1,1,0,6690425,0.418
8,png,1,1,1,1,764090,0.838
9,png,1,1,0,1,764094,0.862
