configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,18367854,3.258
1,tiff,1,1,0,1,18367964,2.203
10,png,1,0,1,1,12722298,20.728
11,png,1,0,0,1,12722325,20.701
12,png,0,1,0,0,13355089,21.1
13,png,0,0,0,0,13355087,21.124
14,png,0,0,0,1,13355100,21.085
15,png,0,1,1,0,13355051,21.171
2,tiff,1,0,1,1,18367043,2.196
3,tiff,1,0,0,1,18367246,2.18
4,tiff,0,1,0,0,19364707,2.253
5,tiff,0,0,0,0,19364673,2.266
6,tiff,0,0,0,1,19364705,2.275
7,tiff,0,1,1,0,19364847,2.279
8,png,1,1,1,1,12722344,20.8
9,png,1,1,0,1,12722317,20.747
