configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1360950,0.322
1,tiff,1,1,0,1,1361155,0.257
10,png,1,0,1,1,266583,1.401
11,png,1,0,0,1,266574,1.406
12,png,0,1,0,0,266584,1.402
13,png,0,0,0,0,266567,1.406
14,png,0,0,0,1,266582,1.377
15,png,0,1,1,0,266572,1.401
2,tiff,1,0,1,1,1360946,0.231
3,tiff,1,0,0,1,1360946,0.249
4,tiff,0,1,0,0,1360748,0.261
5,tiff,0,0,0,0,1360748,0.251
6,tiff,0,0,0,1,1360722,0.228
7,tiff,0,1,1,0,1360722,0.23
8,png,1,1,1,1,266561,1.417
9,png,1,1,0,1,266591,1.427
