configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1415978,0.639
1,tiff,1,1,0,1,1415991,0.495
10,png,1,0,1,1,1315078,2.04
11,png,1,0,0,1,1315059,2.087
12,png,0,1,0,0,1427241,3.356
13,png,0,0,0,0,1427238,3.389
14,png,0,0,0,1,1427241,3.369
15,png,0,1,1,0,1427240,3.372
2,tiff,1,0,1,1,1415970,0.476
3,tiff,1,0,0,1,1415974,0.468
4,tiff,0,1,0,0,1500079,0.776
5,tiff,0,0,0,0,1500083,0.77
6,tiff,0,0,0,1,1500076,0.763
7,tiff,0,1,1,0,1500083,0.77
8,png,1,1,1,1,1315079,2.066
9,png,1,1,0,1,1315078,2.081
