configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,112020,0.981
1,tiff,1,1,0,1,112029,0.811
10,png,1,0,1,1,113634,0.822
11,png,1,0,0,1,113634,0.842
12,png,0,1,0,0,641338,7.276
13,png,0,0,0,0,641339,7.264
14,png,0,0,0,1,641374,7.253
15,png,0,1,1,0,641347,7.271
2,tiff,1,0,1,1,111789,0.892
3,tiff,1,0,0,1,111822,0.843
4,tiff,0,1,0,0,6189524,1.165
5,tiff,0,0,0,0,6189961,1.174
6,tiff,0,0,0,1,6189672,1.166
7,tiff,0,1,1,0,6190045,1.156
8,png,1,1,1,1,113464,0.877
9,png,1,1,0,1,113281,0.826
