configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,407373,0.216
1,tiff,1,1,0,1,407373,0.165
10,png,1,0,1,1,187783,0.21
11,png,1,0,0,1,187907,0.202
12,png,0,1,0,0,6538924,11.282
13,png,0,0,0,0,6538923,11.249
14,png,0,0,0,1,6538937,11.227
15,png,0,1,1,0,6538914,11.325
2,tiff,1,0,1,1,407382,0.144
3,tiff,1,0,0,1,407407,0.141
4,tiff,0,1,0,0,9314344,1.164
5,tiff,0,0,0,0,9314201,1.218
6,tiff,0,0,0,1,9316177,1.179
7,tiff,0,1,1,0,9314016,1.182
8,png,1,1,1,1,187837,0.207
9,png,1,1,0,1,187782,0.206
