configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,750946,0.158
1,tiff,1,1,0,1,750907,0.133
10,png,1,0,1,1,750907,0.132
11,png,1,0,0,1,750907,0.129
12,png,0,1,0,0,10761866,8.1
13,png,0,0,0,0,10761769,8.271
14,png,0,0,0,1,10761821,8.125
15,png,0,1,1,0,10761823,8.139
2,tiff,1,0,1,1,750879,0.117
3,tiff,1,0,0,1,750879,0.135
4,tiff,0,1,0,0,15736714,0.515
5,tiff,0,0,0,0,15736731,0.527
6,tiff,0,0,0,1,15736459,0.513
7,tiff,0,1,1,0,15736799,0.528
8,png,1,1,1,1,750887,0.111
9,png,1,1,0,1,750887,0.132
