configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,244462,0.081
1,tiff,1,1,0,1,244462,0.059
10,png,1,0,1,1,244462,0.06
11,png,1,0,0,1,244462,0.059
12,png,0,1,0,0,1758088,3.391
13,png,0,0,0,0,1758088,3.445
14,png,0,0,0,1,1758091,3.417
15,png,0,1,1,0,1758090,3.378
2,tiff,1,0,1,1,244462,0.052
3,tiff,1,0,0,1,244462,0.056
4,tiff,0,1,0,0,3098598,0.191
5,tiff,0,0,0,0,3098598,0.188
6,tiff,0,0,0,1,3098598,0.172
7,tiff,0,1,1,0,3098598,0.187
8,png,1,1,1,1,244462,0.059
9,png,1,1,0,1,244462,0.061
