configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,153450,0.156
1,tiff,1,1,0,1,153450,0.075
10,png,1,0,1,1,153450,0.075
11,png,1,0,0,1,153450,0.076
12,png,0,1,0,0,832393,1.053
13,png,0,0,0,0,832393,1.044
14,png,0,0,0,1,832392,1.034
15,png,0,1,1,0,832393,1.036
2,tiff,1,0,1,1,153450,0.073
3,tiff,1,0,0,1,153450,0.076
4,tiff,0,1,0,0,1135146,0.168
5,tiff,0,0,0,0,1135163,0.174
6,tiff,0,0,0,1,1135145,0.158
7,tiff,0,1,1,0,1135145,0.173
8,png,1,1,1,1,153450,0.073
9,png,1,1,0,1,153450,0.076
