configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,307052,0.638
1,tiff,1,1,0,1,307065,0.581
10,png,1,0,1,1,328931,0.806
11,png,1,0,0,1,328930,0.814
12,png,0,1,0,0,1019323,2.252
13,png,0,0,0,0,1019329,2.249
14,png,0,0,0,1,1019324,2.254
15,png,0,1,1,0,1019320,2.264
2,tiff,1,0,1,1,307068,0.599
3,tiff,1,0,0,1,307060,0.581
4,tiff,0,1,0,0,1209219,0.619
5,tiff,0,0,0,0,1209222,0.642
6,tiff,0,0,0,1,1209077,0.622
7,tiff,0,1,1,0,1209224,0.625
8,png,1,1,1,1,328919,0.822
9,png,1,1,0,1,328916,0.849
