configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,987380,0.533
1,tiff,1,1,0,1,987841,0.485
10,png,1,0,1,1,960088,2.901
11,png,1,0,0,1,960073,2.803
12,png,0,1,0,0,1758789,3.613
13,png,0,0,0,0,1758767,3.61
14,png,0,0,0,1,1758779,3.617
15,png,0,1,1,0,1758761,3.589
2,tiff,1,0,1,1,987363,0.488
3,tiff,1,0,0,1,987354,0.557
4,tiff,0,1,0,0,1988640,0.565
5,tiff,0,0,0,0,1987716,0.543
6,tiff,0,0,0,1,1988677,0.536
7,tiff,0,1,1,0,1988067,0.563
8,png,1,1,1,1,960074,2.836
9,png,1,1,0,1,960073,2.876
