configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2163166,0.6
1,tiff,1,1,0,1,2163167,0.523
10,png,1,0,1,1,2119950,2.061
11,png,1,0,0,1,2120041,2.027
12,png,0,1,0,0,9177817,11.508
13,png,0,0,0,0,9177814,11.547
14,png,0,0,0,1,9177814,11.575
15,png,0,1,1,0,9177820,11.602
2,tiff,1,0,1,1,2163154,0.489
3,tiff,1,0,0,1,2163143,0.492
4,tiff,0,1,0,0,11325873,1.037
5,tiff,0,0,0,0,11326137,0.998
6,tiff,0,0,0,1,11325888,1.02
7,tiff,0,1,1,0,11326234,0.997
8,png,1,1,1,1,2120062,2.057
9,png,1,1,0,1,2120040,2.106
